9.47	0.89
9.36	0.86
9.38	0.89
8.29	0.83
8.76	0.83
9.22	0.85
7.73	0.95
8.77	0.89
10.82	0.82
13.77	0.72
16.02	0.67
17.14	0.54
17.8	0.55
17.33	0.51
18.88	0.47
18.91	0.46
15.39	0.6
15.55	0.63
14.26	0.69
13.14	0.7
11.55	0.77
11.18	0.76
10.12	0.79
10.2	0.77
10.42	0.62
9.91	0.66
11.18	0.8
7.16	0.79
6.11	0.82
6.79	0.83
7.26	0.85
7.8	0.83
9.87	0.78
12.22	0.72
15.09	0.61
17.36	0.52
19.01	0.46
20.04	0.4
21.05	0.4
21.18	0.37
20.12	0.4
20.22	0.36
20	0.43
17.8	0.5
16.06	0.53
15.02	0.55
14.42	0.58
14.26	0.59
13.77	0.6
13.28	0.63
8.63	0.87
11.25	0.83
11.18	0.89
10.69	0.95
11.11	0.93
11.11	0.93
12.17	0.82
12.76	0.79
13.84	0.84
16.18	0.73
17.52	0.67
17.38	0.67
17.36	0.71
17.21	0.74
15.63	0.81
13.58	0.9
10.91	0.86
8.8	0.99
8.96	0.93
8.2	0.96
7.69	0.96
7.77	0.96
8.2	0.96
8.18	0.93
7.31	0.82
7.64	0.93
6.62	0.93
6.68	0.93
6.09	0.93
6.07	0.93
6.14	0.93
7.13	0.8
7.21	0.86
7.57	0.84
8.9	0.77
9.96	0.71
9.89	0.71
11.07	0.71
10.12	0.76
11.04	0.66
10.65	0.7
10.05	0.7
9.9	0.66
8.79	0.71
7.83	0.72
7.86	0.72
7.32	0.75
7.24	0.75
5.44	0.88
7.2	0.76
6.69	0.7
6.21	0.73
6.11	0.76
6.11	0.76
6.17	0.76
7.22	0.71
7.29	0.73
7.41	0.72
7.96	0.7
8.03	0.7
9.08	0.65
9.05	0.62
9.05	0.65
9.18	0.65
9.07	0.7
7.98	0.75
8.07	0.75
7.89	0.82
7.31	0.83
7.34	0.84
6.62	0.85
6.07	0.88
8.34	0.88
5.18	0.91
3.72	0.94
4.86	0.93
5.21	0.92
6.26	0.92
7.79	0.87
10.05	0.76
12.2	0.66
12.7	0.63
13.93	0.58
15.09	0.59
15.15	0.5
16.18	0.44
16.25	0.55
16.29	0.5
16.1	0.56
12.96	0.68
13.85	0.64
12.78	0.69
12.15	0.72
10.68	0.81
10.44	0.83
9.82	0.8
11.03	0.74
7.14	0.93
7.62	0.89
7.63	0.86
7.04	0.86
8.6	0.84
9.65	0.84
12.11	0.72
12.78	0.71
13.81	0.65
16.02	0.48
17.13	0.47
17.14	0.43
17.78	0.4
17.78	0.37
17.81	0.43
16.16	0.52
14.05	0.63
13.09	0.67
12.29	0.72
12.78	0.66
12.73	0.67
12.27	0.69
11.71	0.71
10.83	0.86
12.2	0.59
12.2	0.6
11.69	0.68
11.21	0.77
11.13	0.77
11.44	0.77
13.03	0.81
17.24	0.62
17.74	0.53
17.84	0.56
18.86	0.56
18.67	0.56
17.82	0.56
17.8	0.59
17.35	0.57
16.07	0.67
14.93	0.73
13.92	0.78
12.76	0.84
12.76	0.84
12.37	0.86
11.18	0.93
11.67	0.9
8.98	0.95
10.58	0.93
10.53	0.89
10.59	0.87
9.98	0.89
11.02	0.86
13.54	0.75
13.89	0.68
15	0.67
17.18	0.57
16.2	0.62
17.75	0.56
18.41	0.54
17.82	0.59
17.31	0.57
17.51	0.55
17.27	0.54
15.14	0.61
13.25	0.69
12.29	0.72
10.7	0.79
9.86	0.85
9.52	0.88
8.41	0.92
13.01	0.82
7.73	0.96
6.14	0.96
6.47	0.95
6.63	0.96
8.69	0.93
11.99	0.81
13.77	0.78
15.09	0.77
16.46	0.68
17.31	0.62
17.87	0.64
19.04	0.47
18.98	0.51
19.01	0.55
19.01	0.53
17.87	0.64
17.27	0.62
16.19	0.61
14.88	0.72
14.33	0.75
14.51	0.75
14.37	0.75
14.88	0.72
10.41	0.92
12.82	0.83
12.8	0.85
12.83	0.86
12.27	0.85
12.27	0.85
12.18	0.82
12.17	0.8
12.71	0.83
15.61	0.78
16.02	0.78
17.2	0.67
17.22	0.71
17.83	0.69
17.83	0.69
17.73	0.69
16.27	0.71
13.17	0.93
13.26	0.93
13.01	0.93
12.46	0.91
12.49	0.9
9.56	0.8
10.62	0.79
8.72	0.93
10.53	0.77
9.44	0.83
9.89	0.83
10.37	0.78
8.89	0.89
9.98	0.84
12.2	0.73
13.96	0.67
14.94	0.67
16.18	0.71
16.37	0.61
17.37	0.57
17.67	0.51
17.72	0.53
16.24	0.61
14.07	0.71
13.96	0.76
12.29	0.8
10.02	0.86
9.38	0.86
9.42	0.9
11.83	0.92
10.76	0.91
12.16	0.95
9.67	0.94
8.15	0.94
10.2	0.95
10.12	0.99
10.16	0.99
11.24	0.98
12.24	0.99
13.91	0.92
15.62	0.82
15.07	0.86
15.07	0.82
14.27	0.87
16.02	0.81
15.03	0.86
13.94	0.89
12.92	0.95
12.89	0.95
12.4	0.98
12.27	0.99
12.22	0.96
11.25	0.96
11.53	0.96
11.54	0.96
9.44	0.96
11.44	0.96
11.39	0.96
11.53	0.96
11.95	0.93
11.97	1
12.63	0.96
12.76	0.96
